Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G01290	AT1G01290	Chr1	+	114286	116108	18.601059	12.916791	22.607088
AT1G01260	AT1G01260	Chr1	+	108946	111609	9.363059	5.755563	10.073440
AT1G01300	AT1G01300	Chr1	+	116943	118764	0.000000	0.000000	0.000000
AT1G01340	AT1G01340	Chr1	-	132328	135831	1.034320	0.646929	1.132261
AT1G01360	AT1G01360	Chr1	+	141971	143183	8.237000	4.899271	8.574748
AT1G01350	AT1G01350	Chr1	+	136124	138162	32.582142	19.379471	33.918129
AT1G01380	AT1G01380	Chr1	+	147153	147942	18.463171	10.981675	19.220230
AT1G01420	AT1G01420	Chr1	-	154492	156011	0.132895	0.079044	0.138344
AT1G01370	AT1G01370	Chr1	+	143564	145684	41.301247	27.614466	48.331093
AT1G01430	AT1G01430	Chr1	-	156801	158655	15.218029	9.051503	15.842024
AT1G01440	AT1G01440	Chr1	-	159856	162572	10.616055	6.314303	11.051353
AT1G01470	AT1G01470	Chr1	-	172146	172948	0.000000	0.000000	0.000000
AT1G01480	AT1G01480	Chr1	+	175782	178400	0.089124	0.054832	0.095968
AT1G01448	AT1G01448	Chr1	+	163419	166239	2.999719	2.089001	3.656188
AT1G01450	AT1G01450	Chr1	-	164105	165517	1.919814	1.141883	1.998533
AT1G01490	AT1G01490	Chr1	-	180059	182358	26.214258	16.451366	28.793331
AT1G01310	AT1G01310	Chr1	+	120154	121130	0.000000	0.000000	0.000000
AT1G01320	AT1G01320	Chr1	-	121067	130577	136.500961	81.959267	143.445862
AT1G01500	AT1G01500	Chr1	+	185133	186923	3.366187	2.002168	3.504213
AT1G01520	AT1G01520	Chr1	+	190596	192139	3.470623	2.064285	3.612931
AT1G01510	AT1G01510	Chr1	+	187211	190056	28.335155	16.853415	29.497002
AT1G01540	AT1G01540	Chr1	+	195780	198684	27.708878	17.086082	29.904219
AT1G01560	AT1G01560	Chr1	+	202136	204335	0.118129	0.070262	0.122973
AT1G01570	AT1G01570	Chr1	+	205176	207435	2.141267	1.273600	2.229067
AT1G01550	AT1G01550	Chr1	+	199639	201775	65.965790	42.038521	73.576210
AT1G01600	AT1G01600	Chr1	+	218994	221286	22.967869	13.661016	23.909636
AT1G01610	AT1G01610	Chr1	-	221691	224340	33.222023	19.760065	34.584248
AT1G01640	AT1G01640	Chr1	-	230994	232508	0.355873	0.229193	0.401135
AT1G01630	AT1G01630	Chr1	+	229013	230917	81.736488	48.615894	85.087982
AT1G01660	AT1G01660	Chr1	-	240057	242608	0.783709	0.466141	0.815844
AT1G01650	AT1G01650	Chr1	-	232841	237817	19.090595	11.722199	20.516300
AT1G01670	AT1G01670	Chr1	-	242843	245988	1.904323	1.132669	1.982407
AT1G01620	AT1G01620	Chr1	-	225665	227302	553.514771	329.479553	576.658142
AT1G01695	AT1G01695	Chr1	+	252947	254495	0.939816	0.558991	0.978352
AT1G01690	AT1G01690	Chr1	+	249141	252462	29.351362	17.457842	30.554876
AT1G01700	AT1G01700	Chr1	-	259495	261474	5.241722	3.117714	5.456652
AT1G01710	AT1G01710	Chr1	+	262828	267771	21.674755	12.891888	22.563501
AT1G01720	AT1G01720	Chr1	+	268330	269819	4.838974	2.878164	5.037390
AT1G01725	AT1G01725	Chr1	-	269792	270775	5.335541	3.173516	5.554318
AT1G01730	AT1G01730	Chr1	+	270956	272061	23.173553	13.783355	24.123755
AT1G01740	AT1G01740	Chr1	-	272111	274569	8.292271	4.933510	8.634675
AT1G01750	AT1G01750	Chr1	+	275366	276310	3.271106	1.945615	3.405233
AT1G01760	AT1G01760	Chr1	-	276266	278448	9.616321	5.719673	10.010626
AT1G01770	AT1G01770	Chr1	+	278615	282891	9.687099	5.761772	10.084306
AT1G01780	AT1G01780	Chr1	+	282761	284245	10.995964	6.540269	11.446839
AT1G01810	AT1G01810	Chr1	+	295221	295859	3.134585	1.864414	3.263114
AT1G01800	AT1G01800	Chr1	+	293342	295040	33.909222	20.241238	35.426399
AT1G01790	AT1G01790	Chr1	+	284610	291094	34.468693	20.501570	35.882034
AT1G01820	AT1G01820	Chr1	-	296001	298120	49.883751	29.670263	51.929169
AT1G01830	AT1G01830	Chr1	-	298535	302315	13.760751	8.639012	15.120080
AT1G01880	AT1G01880	Chr1	-	306480	309109	6.298097	3.746033	6.556342
AT1G01840	AT1G01840	Chr1	+	303537	304358	0.000000	0.000000	0.000000
AT1G01860	AT1G01860	Chr1	-	304133	306287	30.430025	18.099419	31.677769
AT1G01920	AT1G01920	Chr1	+	316128	319650	23.816114	14.794664	25.893757
AT1G01900	AT1G01900	Chr1	+	310316	313130	5.598374	3.329846	5.827928
AT1G01910	AT1G01910	Chr1	-	313101	315902	56.165562	36.482014	63.851154
AT1G01930	AT1G01930	Chr1	-	319836	322860	16.959229	10.087148	17.654619
AT1G01940	AT1G01940	Chr1	+	323027	324917	71.990486	42.819088	74.942360
AT1G01970	AT1G01970	Chr1	+	338291	340077	2.627572	1.562849	2.735312
AT1G01990	AT1G01990	Chr1	-	343166	344341	0.000000	0.000000	0.000000
AT1G02000	AT1G02000	Chr1	+	345812	347592	5.206625	3.096839	5.420116
AT1G02010	AT1G02010	Chr1	+	347891	352480	5.949950	3.538960	6.193920
AT1G02030	AT1G02030	Chr1	-	355321	357258	0.000000	0.000000	0.000000
AT1G01950	AT1G01950	Chr1	+	325379	330619	15.568864	9.454957	16.548153
AT1G01960	AT1G01960	Chr1	-	330588	337582	19.665541	11.696831	20.471899
AT1G02020	AT1G02020	Chr1	-	352637	354969	8.771968	5.381939	9.419518
AT1G02070	AT1G02070	Chr1	-	370257	370967	1.811258	1.077315	1.885526
AT1G02065	AT1G02065	Chr1	+	365209	367340	7.803014	5.769004	10.096964
AT1G02050	AT1G02050	Chr1	-	359117	360518	0.000000	0.000000	0.000000
AT1G02060	AT1G02060	Chr1	-	360918	363094	0.000000	0.000000	0.000000
AT1G02080	AT1G02080	Chr1	+	373335	386847	20.426186	12.270891	21.476625
AT1G02090	AT1G02090	Chr1	-	387277	389647	63.748135	56.680466	99.202667
AT1G02120	AT1G02120	Chr1	+	395761	399897	19.631618	11.676654	20.436586
AT1G02100	AT1G02100	Chr1	+	389812	392816	31.505507	19.873146	34.782166
AT1G02110	AT1G02110	Chr1	+	392831	395528	22.335289	13.284765	23.251120
AT1G02130	AT1G02130	Chr1	-	400035	401882	59.189522	35.205227	61.616508
AT1G02140	AT1G02140	Chr1	-	403190	404456	361.193604	214.833664	376.003876
AT1G02190	AT1G02190	Chr1	+	415079	418010	3.532904	2.101329	3.677766
AT1G02170	AT1G02170	Chr1	+	411779	413554	14.208833	8.451244	14.791447
AT1G02180	AT1G02180	Chr1	-	413522	414645	34.070808	20.264914	35.467838
AT1G02145	AT1G02145	Chr1	+	404600	408619	21.823545	13.509476	23.644407
AT1G02150	AT1G02150	Chr1	+	408622	410611	156.317902	92.976036	162.727509
AT1G02160	AT1G02160	Chr1	+	410748	411597	24.658993	16.673197	29.181583
AT1G02270	AT1G02270	Chr1	-	443149	446235	13.846506	8.235737	14.414263
AT1G02260	AT1G02260	Chr1	-	440441	442877	10.614338	6.313282	11.049565
AT1G02205	AT1G02205	Chr1	+	418748	422438	175.555115	112.910439	197.616898
AT1G02300	AT1G02300	Chr1	+	453288	455463	11.720961	6.971488	12.201564
AT1G02305	AT1G02305	Chr1	+	455688	458164	37.504799	22.307409	39.042633
AT1G02310	AT1G02310	Chr1	-	458133	460696	0.000000	0.000000	0.000000
AT1G02280	AT1G02280	Chr1	-	448463	450426	263.895996	157.326859	275.354889
AT1G02290	AT1G02290	Chr1	-	450527	452737	2.417044	1.437629	2.516152
AT1G02335	AT1G02335	Chr1	-	463855	464924	3.365385	2.001691	3.503378
AT1G02330	AT1G02330	Chr1	-	462075	463612	59.757446	35.543018	62.207722
AT1G02340	AT1G02340	Chr1	-	465718	467844	1.375100	0.817893	1.431484
AT1G02350	AT1G02350	Chr1	+	469818	470693	5.482499	3.260925	5.707302
AT1G02380	AT1G02380	Chr1	+	477000	478971	5.019625	2.985613	5.225448
AT1G02400	AT1G02400	Chr1	+	486801	489577	2.438014	1.450102	2.537982
AT1G02390	AT1G02390	Chr1	+	480852	483292	1.483529	0.882385	1.544359
AT1G02370	AT1G02370	Chr1	+	474500	476511	3.602389	2.142658	3.750100
AT1G02410	AT1G02410	Chr1	+	490925	492926	31.113800	18.506119	32.389580
AT1G02460	AT1G02460	Chr1	-	504673	507204	0.589815	0.350815	0.614000
AT1G02470	AT1G02470	Chr1	-	511765	513624	0.232719	0.138898	0.243101
AT1G02420	AT1G02420	Chr1	+	493683	495158	0.000000	0.000000	0.000000
AT1G02430	AT1G02430	Chr1	-	495050	496062	5.260235	3.128725	5.475924
AT1G02490	AT1G02490	Chr1	+	516618	516734	0.000000	0.000000	0.000000
AT1G02475	AT1G02475	Chr1	-	513843	515404	27.960321	16.630468	29.106798
AT1G02530	AT1G02530	Chr1	+	529795	534677	0.340670	0.202626	0.354639
AT1G02500	AT1G02500	Chr1	+	518251	520437	332.537109	198.176956	346.851135
AT1G02640	AT1G02640	Chr1	+	564205	567769	6.085913	3.619829	6.335458
AT1G02650	AT1G02650	Chr1	+	568704	570418	0.843246	0.501553	0.877822
AT1G02670	AT1G02670	Chr1	+	576046	580299	4.127547	2.455016	4.296792
AT1G02660	AT1G02660	Chr1	-	571955	574981	2.484860	1.477965	2.586748
AT1G02680	AT1G02680	Chr1	+	580625	582310	29.798237	17.723637	31.020073
AT1G02560	AT1G02560	Chr1	+	537860	540109	423.108978	251.660172	440.457977
AT1G02700	AT1G02700	Chr1	+	588329	589480	0.145631	0.086620	0.151602
AT1G02710	AT1G02710	Chr1	-	589706	589996	0.000000	0.000000	0.000000
AT1G02690	AT1G02690	Chr1	+	584260	587219	79.086617	47.112499	82.456734
AT1G02720	AT1G02720	Chr1	+	591826	594236	19.005993	11.769712	20.599459
AT1G02740	AT1G02740	Chr1	-	599416	602038	9.564465	5.688830	9.956643
AT1G02750	AT1G02750	Chr1	+	602497	604292	5.984914	3.559756	6.230318
AT1G02730	AT1G02730	Chr1	-	594573	598657	117.957703	70.159851	122.794411
AT1G02800	AT1G02800	Chr1	-	613216	616191	19.359978	11.515085	20.153809
AT1G02810	AT1G02810	Chr1	+	618265	620480	0.621196	0.369480	0.646667
AT1G02820	AT1G02820	Chr1	-	623765	624475	0.954472	0.567709	0.993609
AT1G02830	AT1G02830	Chr1	-	625145	625608	0.018229	0.010842	0.018976
AT1G02816	AT1G02816	Chr1	+	621461	622469	0.000000	0.000000	0.000000
AT1G02850	AT1G02850	Chr1	+	630505	633259	0.825111	0.536246	0.938543
AT1G02840	AT1G02840	Chr1	+	626741	629819	133.111786	99.905067	174.854767
AT1G02860	AT1G02860	Chr1	+	635144	637262	2.836520	1.687128	2.952828
AT1G02870	AT1G02870	Chr1	-	637214	638677	65.295082	38.836739	67.972420
AT1G02880	AT1G02880	Chr1	-	642752	644903	16.138779	13.369030	23.398600
AT1G02780	AT1G02780	Chr1	-	607808	609465	3336.305908	1984.395142	3473.106689
AT1G02890	AT1G02890	Chr1	-	645092	651907	14.325223	8.520473	14.912610
AT1G02910	AT1G02910	Chr1	-	655577	658148	41.813606	24.870237	43.528118
AT1G02940	AT1G02940	Chr1	-	663079	664128	2.537949	1.509542	2.642014
AT1G02950	AT1G02950	Chr1	-	665152	666452	1.426882	0.865254	1.514375
AT1G02952	AT1G02952	Chr1	+	665354	666367	0.000000	0.000000	0.000000
AT1G02960	AT1G02960	Chr1	-	666872	669837	15.875368	9.946842	17.409056
AT1G02920	AT1G02920	Chr1	-	658657	659771	2.415135	1.436494	2.514164
AT1G02930	AT1G02930	Chr1	-	661177	662456	64.263397	39.443924	69.035110
AT1G02970	AT1G02970	Chr1	+	673306	676378	17.981947	10.695449	18.719273
AT1G03000	AT1G03000	Chr1	-	687890	692560	13.098869	7.791052	13.635971
AT1G02990	AT1G02990	Chr1	-	681396	687315	7.064475	4.254641	7.446512
AT1G03030	AT1G03030	Chr1	+	701478	703864	23.544233	14.003831	24.509634
AT1G03050	AT1G03050	Chr1	+	707726	710041	0.000000	0.000000	0.000000
AT1G03055	AT1G03055	Chr1	-	710018	711803	2.130099	1.477847	2.586542
AT1G03040	AT1G03040	Chr1	-	703906	706631	60.615383	36.163128	63.293045
AT1G03070	AT1G03070	Chr1	+	729901	731557	0.318600	0.195253	0.341733
AT1G03090	AT1G03090	Chr1	+	739679	744184	13.331499	7.929418	13.878139
AT1G03100	AT1G03100	Chr1	-	743885	746479	0.000000	0.000000	0.000000
AT1G03080	AT1G03080	Chr1	-	731611	738056	10.462344	6.222878	10.891338
AT1G03120	AT1G03120	Chr1	+	752271	753140	0.000000	0.000000	0.000000
AT1G03060	AT1G03060	Chr1	-	712473	726891	6.702768	3.986726	6.977605
AT1G03110	AT1G03110	Chr1	+	749246	751963	54.409538	32.362148	56.640530
AT1G03130	AT1G03130	Chr1	-	753307	754198	0.000000	0.000000	0.000000
AT1G03140	AT1G03140	Chr1	-	754371	756303	0.943051	0.560916	0.981720
AT1G03150	AT1G03150	Chr1	+	756414	758612	30.804331	18.322048	32.067417
AT1G03170	AT1G03170	Chr1	+	769632	770684	0.377018	0.224246	0.392477
AT1G03180	AT1G03180	Chr1	+	773411	775344	13.943663	10.658383	18.654400
AT1G03160	AT1G03160	Chr1	+	761282	766158	23.660477	14.415255	25.229712
AT1G03190	AT1G03190	Chr1	+	775527	780062	10.002342	6.353845	11.120557
AT1G03210	AT1G03210	Chr1	+	782948	784240	19.492296	11.593787	20.291552
AT1G03240	AT1G03240	Chr1	-	792222	792986	0.801269	0.476585	0.834124
AT1G03250	AT1G03250	Chr1	-	793353	795376	24.444378	14.827143	25.950602
AT1G03260	AT1G03260	Chr1	-	795532	798463	11.258258	6.696278	11.719888
AT1G03220	AT1G03220	Chr1	+	787122	788651	0.000000	0.000000	0.000000
AT1G03230	AT1G03230	Chr1	+	790091	791592	0.000000	0.000000	0.000000
AT1G03270	AT1G03270	Chr1	+	799191	802436	6.028197	3.585499	6.275374
AT1G03280	AT1G03280	Chr1	+	803035	807066	31.827457	18.930595	33.132500
AT1G03290	AT1G03290	Chr1	+	807361	810868	4.490884	3.150778	5.514520
AT1G03300	AT1G03300	Chr1	-	811033	813086	14.298602	8.504639	14.884897
AT1G03320	AT1G03320	Chr1	+	817027	817767	0.095023	0.056519	0.098919
AT1G03310	AT1G03310	Chr1	+	813471	816749	1.180586	0.705781	1.235264
AT1G03340	AT1G03340	Chr1	+	819662	821317	1.472265	0.875686	1.532633
AT1G03330	AT1G03330	Chr1	-	817983	819563	73.772514	43.879017	76.797455
AT1G03350	AT1G03350	Chr1	-	822638	824393	44.367313	26.389153	46.186535
AT1G03360	AT1G03360	Chr1	+	824537	826358	38.194664	22.717733	39.760784
AT1G03365	AT1G03365	Chr1	+	826569	830383	12.933182	7.692503	13.463490
AT1G03400	AT1G03400	Chr1	-	842747	844190	0.489482	0.291138	0.509553
AT1G03370	AT1G03370	Chr1	+	830627	835361	5.170360	3.075269	5.382364
AT1G03380	AT1G03380	Chr1	+	835785	840940	4.119239	2.450074	4.288143
AT1G03430	AT1G03430	Chr1	+	847873	849500	13.411219	7.976834	13.961128
AT1G03445	AT1G03445	Chr1	-	854410	859701	0.119129	0.070857	0.124014
AT1G03440	AT1G03440	Chr1	+	852366	854032	0.000000	0.000000	0.000000
AT1G03410	AT1G03410	Chr1	-	844436	847683	11.755878	6.992257	12.237912
AT1G03420.1	AT1G03420.1	Chr1	+	846664	847739	0.000000	0.000000	0.000000
AT1G03457	AT1G03457	Chr1	-	860788	864125	28.505182	17.251078	30.192993
AT1G03470	AT1G03470	Chr1	-	865915	867733	43.819515	27.064524	47.368580
AT1G03502	AT1G03502	Chr1	-	875358	875471	0.000000	0.000000	0.000000
AT1G03506	AT1G03506	Chr1	-	875518	875604	0.000000	0.000000	0.000000
AT1G03510	AT1G03510	Chr1	-	876258	877547	0.000000	0.000000	0.000000
AT1G03495	AT1G03495	Chr1	+	873184	874935	0.000000	0.000000	0.000000
AT1G03520	AT1G03520	Chr1	-	877862	880158	7.658334	4.820086	8.436159
AT1G03475	AT1G03475	Chr1	-	869051	871211	168.224472	100.057922	175.122299
AT1G03530	AT1G03530	Chr1	-	880496	883391	1.401091	0.833352	1.458541
AT1G03540	AT1G03540	Chr1	+	883782	885611	0.000000	0.000000	0.000000
AT1G03550	AT1G03550	Chr1	-	885623	887956	3.849215	2.289467	4.007047
AT1G03545	AT1G03545	Chr1	+	885941	887906	3.143639	1.869799	3.272540
AT1G03580	AT1G03580	Chr1	+	892847	894052	0.083748	0.049812	0.087182
AT1G03560	AT1G03560	Chr1	-	890156	892410	0.000000	0.000000	0.000000
AT1G03590	AT1G03590	Chr1	-	894254	897518	18.315279	10.893710	19.066275
AT1G03620	AT1G03620	Chr1	-	904319	906186	0.229070	0.136248	0.238463
AT1G03610	AT1G03610	Chr1	+	900887	903003	9.426270	5.606633	9.812781
AT1G03600	AT1G03600	Chr1	+	898876	899655	379.239532	225.567169	394.789734
AT1G03650	AT1G03650	Chr1	-	910023	911193	9.436317	5.612610	9.823240
AT1G03660	AT1G03660	Chr1	-	911436	911759	0.000000	0.000000	0.000000
AT1G03630	AT1G03630	Chr1	+	907642	909376	224.971329	133.960373	234.458694
AT1G03680	AT1G03680	Chr1	-	916819	918064	352.282440	209.533417	366.727295
AT1G03710	AT1G03710	Chr1	+	923426	924726	2.536000	1.576158	2.758606
AT1G03730	AT1G03730	Chr1	-	930828	931895	0.000000	0.000000	0.000000
AT1G03687	AT1G03687	Chr1	+	918299	920507	25.947180	16.404564	28.711418
AT1G03743	AT1G03743	Chr1	-	937207	937287	0.000000	0.000000	0.000000
AT1G03746	AT1G03746	Chr1	-	937401	937485	0.000000	0.000000	0.000000
AT1G03740	AT1G03740	Chr1	+	933512	937043	5.024847	3.069951	5.373056
AT1G03750	AT1G03750	Chr1	+	937920	941162	3.070071	1.826042	3.195955
AT1G03760	AT1G03760	Chr1	-	941062	943377	18.001083	10.706830	18.739195
AT1G03800	AT1G03800	Chr1	-	957261	957998	0.000000	0.000000	0.000000
AT1G03820	AT1G03820	Chr1	-	959869	960728	5.695349	3.387526	5.928879
AT1G03840	AT1G03840	Chr1	-	967503	970130	0.674377	0.401111	0.702029
AT1G03850	AT1G03850	Chr1	-	976097	977761	0.103491	0.073908	0.129354
AT1G03830	AT1G03830	Chr1	-	962016	966757	4.574947	2.721124	4.762537
AT1G03770	AT1G03770	Chr1	+	944572	947483	8.446602	5.114519	8.951478
AT1G03780	AT1G03780	Chr1	-	947520	951827	50.850655	34.450222	60.295101
AT1G03870	AT1G03870	Chr1	-	982506	983540	3.462802	2.059633	3.604790
AT1G03860	AT1G03860	Chr1	-	979308	981885	147.820694	107.712517	188.519440
AT1G03905	AT1G03905	Chr1	+	993400	995784	3.605609	2.144573	3.753452
AT1G03900	AT1G03900	Chr1	+	991139	993118	71.997910	42.823502	74.950089
AT1G03920	AT1G03920	Chr1	+	1001321	1004383	0.651372	0.387428	0.678081
AT1G03910	AT1G03910	Chr1	+	996115	1000437	43.601665	30.052931	52.598919
AT1G03930	AT1G03930	Chr1	+	1004769	1008370	13.047262	7.760357	13.582248
AT1G03960	AT1G03960	Chr1	+	1013715	1017929	8.135320	5.139544	8.995276
AT1G03940	AT1G03940	Chr1	-	1009542	1011056	30.838501	18.342375	32.102993
AT1G03950	AT1G03950	Chr1	-	1011172	1013365	2.691617	1.600942	2.801983
AT1G03970	AT1G03970	Chr1	+	1018100	1019247	14.131533	8.405268	14.710978
AT1G03980	AT1G03980	Chr1	-	1018570	1022108	1.848096	1.099226	1.923875
AT1G03990	AT1G03990	Chr1	+	1024847	1027616	0.799223	0.475368	0.831994
AT1G04000	AT1G04000	Chr1	-	1028106	1029119	0.000000	0.000000	0.000000
AT1G04010	AT1G04010	Chr1	-	1031200	1036237	6.662152	3.962569	6.935325
AT1G04020	AT1G04020	Chr1	+	1036537	1040224	43.785351	26.094316	45.670513
AT1G04070	AT1G04070	Chr1	-	1050553	1051186	40.903786	24.329086	42.580990
AT1G04050	AT1G04050	Chr1	-	1045598	1049297	4.348784	2.586605	4.527100
AT1G04030	AT1G04030	Chr1	+	1040383	1042892	11.121634	6.615016	11.577662
AT1G04040	AT1G04040	Chr1	-	1042362	1043864	58.977333	35.079018	61.395618
AT1G04100	AT1G04100	Chr1	+	1059506	1061191	2.860194	1.701210	2.977473
AT1G04090	AT1G04090	Chr1	+	1057151	1059419	0.552163	0.328420	0.574804
AT1G04110	AT1G04110	Chr1	-	1061457	1063784	0.000000	0.000000	0.000000
AT1G04080	AT1G04080	Chr1	+	1051312	1056827	82.216599	62.132809	108.745407
AT1G04120	AT1G04120	Chr1	-	1064450	1071047	13.697556	8.338587	14.594272
AT1G04150	AT1G04150	Chr1	-	1081208	1084246	0.000000	0.000000	0.000000
AT1G04130	AT1G04130	Chr1	+	1073427	1075568	23.993156	14.270844	24.976963
AT1G04140	AT1G04140	Chr1	-	1075543	1080630	39.019268	23.310146	40.797634
AT1G04160	AT1G04160	Chr1	+	1086495	1096146	5.843721	3.475776	6.083335
AT1G04170	AT1G04170	Chr1	+	1096946	1099898	164.264114	97.702347	170.999542
AT1G04190	AT1G04190	Chr1	-	1106428	1108715	77.088837	45.851524	80.249763
AT1G04200	AT1G04200	Chr1	+	1109482	1114107	14.512333	8.631763	15.107392
AT1G04230	AT1G04230	Chr1	+	1125518	1128168	14.693677	8.739625	15.296172
AT1G04240	AT1G04240	Chr1	-	1128188	1129551	9.311119	5.538143	9.692909
AT1G04250	AT1G04250	Chr1	+	1136258	1138613	8.480221	5.043935	8.827941
AT1G04210	AT1G04210	Chr1	+	1114405	1119739	28.798996	17.129301	29.979860
AT1G04220	AT1G04220	Chr1	-	1119699	1122526	9.108744	5.417772	9.482236
AT1G04280	AT1G04280	Chr1	-	1143436	1146654	11.279480	6.708901	11.741981
AT1G04290	AT1G04290	Chr1	-	1147523	1148533	28.802818	17.131573	29.983837
AT1G04295	AT1G04295	Chr1	+	1147781	1148435	2.763757	1.643850	2.877081
AT1G04300	AT1G04300	Chr1	-	1148597	1154652	25.990080	16.372473	28.655254
AT1G04310	AT1G04310	Chr1	-	1154764	1157711	4.627381	2.752311	4.817121
AT1G04330	AT1G04330	Chr1	-	1161311	1161982	0.282738	0.168169	0.294331
AT1G04340	AT1G04340	Chr1	-	1163097	1164851	46.057220	27.394289	47.945736
AT1G04360	AT1G04360	Chr1	-	1167457	1168878	0.408579	0.243018	0.425332
AT1G04350	AT1G04350	Chr1	+	1165165	1166768	5.438513	3.234763	5.661512
AT1G04390	AT1G04390	Chr1	-	1179363	1183704	6.414806	3.815450	6.677836
AT1G04400	AT1G04400	Chr1	-	1185550	1188517	46.741539	28.766903	50.348099
AT1G04260	AT1G04260	Chr1	-	1140528	1141365	0.000000	0.000000	0.000000
AT1G04270	AT1G04270	Chr1	-	1141604	1143053	2296.144531	1365.901733	2390.613770
AT1G04425	AT1G04425	Chr1	+	1194187	1196889	60.794006	36.159554	63.286785
AT1G04420	AT1G04420	Chr1	+	1191608	1193884	83.625786	49.739628	87.054749
AT1G04410	AT1G04410	Chr1	-	1189078	1191412	584.543152	347.679352	608.511597
AT1G04457	AT1G04457	Chr1	-	1210319	1210549	0.000000	0.000000	0.000000
AT1G04430	AT1G04430	Chr1	+	1198118	1201527	53.327377	35.470539	62.080864
AT1G04440	AT1G04440	Chr1	+	1202255	1205803	14.271802	8.488699	14.856998
AT1G04480	AT1G04480	Chr1	+	1216095	1217467	1385.663208	824.176025	1442.480469
AT1G04510	AT1G04510	Chr1	+	1226575	1230827	91.730675	54.725567	95.781189
AT1G04520	AT1G04520	Chr1	+	1231578	1234032	65.984062	39.246536	68.689651
AT1G04540	AT1G04540	Chr1	+	1237256	1239061	1.100222	0.654399	1.145335
AT1G04530	AT1G04530	Chr1	-	1234176	1236034	47.163456	28.052265	49.097332
AT1G04555	AT1G04555	Chr1	+	1242558	1244244	4.116591	2.448499	4.285387
AT1G04580	AT1G04580	Chr1	-	1252122	1257510	0.081871	0.048696	0.085228
AT1G04550	AT1G04550	Chr1	+	1240375	1242121	36.610016	24.300135	42.530323
AT1G04570	AT1G04570	Chr1	-	1246728	1248775	3.479173	2.069371	3.621832
AT1G04610	AT1G04610	Chr1	+	1279388	1281618	0.209557	0.124642	0.218150
AT1G04600	AT1G04600	Chr1	+	1262123	1272376	0.246101	0.146378	0.256192
AT1G04590	AT1G04590	Chr1	-	1258577	1261426	62.791431	37.596367	65.801506
AT1G04620	AT1G04620	Chr1	-	1282741	1286584	10.869840	6.465252	11.315543
AT1G04635	AT1G04635	Chr1	+	1291314	1291995	0.000000	0.000000	0.000000
AT1G04625	AT1G04625	Chr1	-	1287831	1289820	0.000000	0.000000	0.000000
AT1G04630	AT1G04630	Chr1	-	1289734	1291112	101.963089	60.646435	106.143951
AT1G04660	AT1G04660	Chr1	-	1300486	1301773	0.356366	0.211962	0.370978
AT1G04640	AT1G04640	Chr1	+	1292080	1293357	1.436620	1.017189	1.780294
AT1G04650	AT1G04650	Chr1	-	1294893	1299002	5.991044	3.563402	6.236699
AT1G04680	AT1G04680	Chr1	-	1303529	1307884	58.680801	34.902645	61.086929
AT1G04700	AT1G04700	Chr1	+	1316254	1320919	2.187339	1.301003	2.277028
AT1G04690	AT1G04690	Chr1	+	1313564	1315750	109.609520	65.194443	114.103912
AT1G04710	AT1G04710	Chr1	+	1321904	1324782	31.118498	18.508913	32.394470
