Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G03560	AT1G03560	Chr1	-	890156	892410	0.000000	0.000000	0.000000
AT1G03590	AT1G03590	Chr1	-	894254	897518	29.989265	13.840704	25.364904
AT1G03600	AT1G03600	Chr1	+	898876	899655	0.000000	0.000000	0.000000
AT1G03610	AT1G03610	Chr1	+	900887	903003	11.579104	5.344010	9.793599
AT1G03630	AT1G03630	Chr1	+	907642	909376	262.803009	121.444069	222.562180
AT1G03650	AT1G03650	Chr1	-	910023	911193	13.204288	6.094069	11.168180
AT1G03660	AT1G03660	Chr1	-	911436	911759	0.000000	0.000000	0.000000
AT1G03680	AT1G03680	Chr1	-	916819	918064	425.032959	196.162033	359.492645
AT1G03687	AT1G03687	Chr1	+	918299	920507	30.370436	14.859327	27.231665
AT1G03710	AT1G03710	Chr1	+	923426	924726	2.003000	0.965965	1.770257
AT1G03730	AT1G03730	Chr1	-	930828	931895	9.259363	4.273399	7.831564
AT1G03740	AT1G03740	Chr1	+	933512	937043	6.923846	3.278870	6.008958
AT1G03746	AT1G03746	Chr1	-	937401	937485	0.000000	0.000000	0.000000
AT1G03750	AT1G03750	Chr1	+	937920	941162	5.388558	2.486938	4.557639
AT1G03760	AT1G03760	Chr1	-	941062	943377	24.745659	11.420664	20.929863
AT1G03800	AT1G03800	Chr1	-	957261	957998	0.000000	0.000000	0.000000
AT1G03820	AT1G03820	Chr1	-	959869	960728	0.000000	0.000000	0.000000
AT1G03770	AT1G03770	Chr1	+	944572	947483	10.240319	4.845299	8.879644
AT1G03780	AT1G03780	Chr1	-	947520	951827	62.287636	32.737968	59.996620
AT1G03830	AT1G03830	Chr1	-	962016	966757	12.400933	5.723302	10.488701
AT1G03840	AT1G03840	Chr1	-	967503	970130	1.351807	0.623889	1.143358
AT1G03850	AT1G03850	Chr1	-	976097	977761	1.691545	1.041683	1.909020
AT1G03870	AT1G03870	Chr1	-	982506	983540	10.944927	5.051324	9.257213
AT1G03860	AT1G03860	Chr1	-	979308	981885	197.490479	111.639549	204.594116
AT1G03900	AT1G03900	Chr1	+	991139	993118	91.923210	42.424580	77.748596
AT1G03905	AT1G03905	Chr1	+	993400	995784	5.301490	2.446754	4.483997
AT1G03910	AT1G03910	Chr1	+	996115	1000437	47.874508	25.604609	46.923798
AT1G03920	AT1G03920	Chr1	+	1001321	1004383	0.479302	0.221208	0.405393
AT1G03930	AT1G03930	Chr1	+	1004769	1008370	18.942474	8.742368	16.021534
AT1G03935	AT1G03935	Chr1	+	1008810	1008896	0.000000	0.000000	0.000000
AT1G03950	AT1G03950	Chr1	-	1011172	1013365	4.558882	2.104024	3.855900
AT1G03940	AT1G03940	Chr1	-	1009542	1011056	0.000000	0.000000	0.000000
AT1G03960	AT1G03960	Chr1	+	1013715	1017929	11.449109	5.525436	10.126086
AT1G03970	AT1G03970	Chr1	+	1018100	1019247	13.722447	6.333210	11.606438
AT1G03980	AT1G03980	Chr1	-	1018570	1022108	1.955574	0.902540	1.654023
AT1G03990	AT1G03990	Chr1	+	1024847	1027616	1.750172	0.807743	1.480294
AT1G04000	AT1G04000	Chr1	-	1028106	1029119	21.389545	9.871744	18.091267
AT1G04010	AT1G04010	Chr1	-	1031200	1036237	9.389538	4.333478	7.941666
AT1G04020	AT1G04020	Chr1	+	1036537	1040224	47.955082	22.175615	40.639717
AT1G04030	AT1G04030	Chr1	+	1040383	1042892	13.519012	6.239321	11.434373
AT1G04040	AT1G04040	Chr1	-	1042362	1043864	29.288469	13.517271	24.772171
AT1G04050	AT1G04050	Chr1	-	1045598	1049297	4.826644	2.227602	4.082373
AT1G04070	AT1G04070	Chr1	-	1050553	1051186	0.000000	0.000000	0.000000
AT1G04090	AT1G04090	Chr1	+	1057151	1059419	0.447328	0.206452	0.378350
AT1G04100	AT1G04100	Chr1	+	1059506	1061191	3.220942	1.486535	2.724271
AT1G04110	AT1G04110	Chr1	-	1061457	1063784	0.000000	0.000000	0.000000
AT1G04080	AT1G04080	Chr1	+	1051312	1056827	99.381172	54.061893	99.075500
AT1G04120	AT1G04120	Chr1	-	1064450	1071047	17.550829	8.275961	15.166782
AT1G04130	AT1G04130	Chr1	+	1073427	1075568	24.393536	11.258152	20.632038
AT1G04140	AT1G04140	Chr1	-	1075543	1080630	51.124676	23.706327	43.444950
AT1G04150	AT1G04150	Chr1	-	1081208	1084246	0.000000	0.000000	0.000000
AT1G04160	AT1G04160	Chr1	+	1086495	1096146	7.608913	3.511681	6.435615
AT1G04190	AT1G04190	Chr1	-	1106428	1108715	103.889381	47.947231	87.869591
AT1G04200	AT1G04200	Chr1	+	1109482	1114107	19.781519	9.129605	16.731197
AT1G04170	AT1G04170	Chr1	+	1096946	1099898	195.496155	90.225761	165.350540
AT1G04210	AT1G04210	Chr1	+	1114405	1119739	37.499378	17.306786	31.716953
AT1G04220	AT1G04220	Chr1	-	1119699	1122526	7.502881	3.462744	6.345932
AT1G04230	AT1G04230	Chr1	+	1125518	1128168	16.290699	7.518515	13.778664
AT1G04240	AT1G04240	Chr1	-	1128188	1129551	8.962224	4.136263	7.580244
AT1G04250	AT1G04250	Chr1	+	1136258	1138613	9.333026	4.307396	7.893868
AT1G04260	AT1G04260	Chr1	-	1140528	1141365	40.344868	18.620041	34.123665
AT1G04280	AT1G04280	Chr1	-	1143436	1146654	18.137142	8.370688	15.340384
AT1G04290	AT1G04290	Chr1	-	1147523	1148533	39.187889	18.086071	33.145092
AT1G04295	AT1G04295	Chr1	+	1147781	1148435	3.455003	1.594560	2.922240
AT1G04330	AT1G04330	Chr1	-	1161311	1161982	0.290179	0.133924	0.245433
AT1G04300	AT1G04300	Chr1	-	1148597	1154652	18.910831	9.181300	16.825935
AT1G04310	AT1G04310	Chr1	-	1154764	1157711	7.056680	3.256813	5.968536
AT1G04340	AT1G04340	Chr1	-	1163097	1164851	56.980682	26.297834	48.194229
AT1G04350	AT1G04350	Chr1	+	1165165	1166768	11.356648	5.241343	9.605447
AT1G04360	AT1G04360	Chr1	-	1167457	1168878	1.094234	0.505013	0.925502
AT1G04380	AT1G04380	Chr1	-	1176921	1178407	0.056942	0.026280	0.048162
AT1G04390	AT1G04390	Chr1	-	1179363	1183704	8.447928	3.898904	7.145253
AT1G04400	AT1G04400	Chr1	-	1185550	1188517	66.919228	31.882830	58.429462
AT1G04270	AT1G04270	Chr1	-	1141604	1143053	1454.395020	671.441772	1230.505005
AT1G04410	AT1G04410	Chr1	-	1189078	1191412	705.765015	325.726013	596.935608
AT1G04420	AT1G04420	Chr1	+	1191608	1193884	102.246872	47.189178	86.480354
AT1G04425	AT1G04425	Chr1	+	1194187	1196889	73.008827	33.695175	61.750820
AT1G04430	AT1G04430	Chr1	+	1198118	1201527	64.922508	33.489723	61.374298
AT1G04440	AT1G04440	Chr1	+	1202255	1205803	13.954824	6.440457	11.802982
AT1G04457	AT1G04457	Chr1	-	1210319	1210549	0.000000	0.000000	0.000000
AT1G04480	AT1G04480	Chr1	+	1216095	1217467	1096.857666	506.223877	927.721619
AT1G04490	AT1G04490	Chr1	-	1217948	1220137	0.062346	0.028917	0.052994
AT1G04510	AT1G04510	Chr1	+	1226575	1230827	110.326698	51.072414	93.596886
AT1G04520	AT1G04520	Chr1	+	1231578	1234032	41.557743	19.179810	35.149517
AT1G04530	AT1G04530	Chr1	-	1234176	1236034	71.747406	33.112999	60.683918
AT1G04540	AT1G04540	Chr1	+	1237256	1239061	0.000000	0.000000	0.000000
AT1G04550	AT1G04550	Chr1	+	1240375	1242121	37.577686	19.371025	35.499943
AT1G04555	AT1G04555	Chr1	+	1242558	1244244	5.446220	2.513550	4.606410
AT1G04570	AT1G04570	Chr1	-	1246728	1248775	0.437488	0.201910	0.370027
AT1G04580	AT1G04580	Chr1	-	1252122	1257510	0.242446	0.111894	0.205061
AT1G04590	AT1G04590	Chr1	-	1258577	1261426	80.279480	37.297913	68.353317
AT1G04600	AT1G04600	Chr1	+	1262123	1272376	0.391163	0.180530	0.330845
AT1G04610	AT1G04610	Chr1	+	1279388	1281618	0.105930	0.048889	0.089596
AT1G04620	AT1G04620	Chr1	-	1282741	1286584	16.665449	7.691471	14.095627
AT1G04625	AT1G04625	Chr1	-	1287831	1289820	0.000000	0.000000	0.000000
AT1G04630	AT1G04630	Chr1	-	1289734	1291112	66.101715	30.507391	55.908794
AT1G04635	AT1G04635	Chr1	+	1291314	1291995	0.000000	0.000000	0.000000
