Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G01250	AT1G01250	Chr1	-	104491	105330	1.638095	0.565032	1.319278
AT1G01260	AT1G01260	Chr1	+	108946	111609	1.383565	0.493199	1.151557
AT1G01290	AT1G01290	Chr1	+	114286	116108	29.048231	11.813207	27.582335
AT1G01300	AT1G01300	Chr1	+	116943	118764	0.000000	0.000000	0.000000
AT1G01310	AT1G01310	Chr1	+	120154	121130	0.000000	0.000000	0.000000
AT1G01320	AT1G01320	Chr1	-	121067	130577	215.602417	75.084328	175.312347
AT1G01340	AT1G01340	Chr1	-	132328	135831	1.442163	0.523179	1.221557
AT1G01350	AT1G01350	Chr1	+	136124	138162	42.952137	14.815584	34.592499
AT1G01360	AT1G01360	Chr1	+	141971	143183	5.475261	1.888595	4.409628
AT1G01370	AT1G01370	Chr1	+	143564	145684	72.423332	28.045856	65.483505
AT1G01380	AT1G01380	Chr1	+	147153	147942	21.941435	7.568311	17.671043
AT1G01390	AT1G01390	Chr1	-	148120	149806	0.086544	0.029852	0.069700
AT1G01420	AT1G01420	Chr1	-	154492	156011	0.736842	0.254161	0.593433
AT1G01430	AT1G01430	Chr1	-	156801	158655	6.086907	2.099571	4.902232
AT1G01440	AT1G01440	Chr1	-	159856	162572	15.334640	5.289414	12.350108
AT1G01448	AT1G01448	Chr1	+	163419	166239	3.896131	2.011976	4.697707
AT1G01450	AT1G01450	Chr1	-	164105	165517	0.000000	0.000000	0.000000
AT1G01470	AT1G01470	Chr1	-	172146	172948	16.546766	5.707516	13.326323
AT1G01480	AT1G01480	Chr1	+	175782	178400	0.093152	0.033236	0.077601
AT1G01490	AT1G01490	Chr1	-	180059	182358	20.049946	7.391381	17.257933
AT1G01500	AT1G01500	Chr1	+	185133	186923	6.271714	2.163317	5.051071
AT1G01510	AT1G01510	Chr1	+	187211	190056	42.325821	14.599546	34.088081
AT1G01520	AT1G01520	Chr1	+	190596	192139	3.042733	1.049537	2.450536
AT1G01540	AT1G01540	Chr1	+	195780	198684	46.544502	16.649408	38.874252
AT1G01550	AT1G01550	Chr1	+	199639	201775	111.068413	41.083729	95.925270
AT1G01560	AT1G01560	Chr1	+	202136	204335	0.049708	0.017146	0.040033
AT1G01570	AT1G01570	Chr1	+	205176	207435	2.537777	0.875361	2.043858
AT1G01580	AT1G01580	Chr1	+	209395	213041	0.082607	0.028494	0.066529
AT1G01600	AT1G01600	Chr1	+	218994	221286	40.141468	13.846092	32.328865
AT1G01610	AT1G01610	Chr1	-	221691	224340	74.679420	25.759350	60.144810
AT1G01620	AT1G01620	Chr1	-	225665	227302	932.510681	322.065277	751.981445
AT1G01630	AT1G01630	Chr1	+	229013	230917	125.224869	43.194111	100.852753
AT1G01640	AT1G01640	Chr1	-	230994	232508	0.697432	0.260483	0.608195
AT1G01650	AT1G01650	Chr1	-	232841	237817	38.034679	13.578738	31.704628
AT1G01660	AT1G01660	Chr1	-	240057	242608	1.767965	0.609828	1.423872
AT1G01670	AT1G01670	Chr1	-	242843	245988	3.316797	1.144071	2.671259
AT1G01690	AT1G01690	Chr1	+	249141	252462	40.500381	13.969894	32.617924
AT1G01695	AT1G01695	Chr1	+	252947	254495	3.663626	1.263703	2.950586
AT1G01700	AT1G01700	Chr1	-	259495	261474	8.450637	2.914898	6.805917
AT1G01710	AT1G01710	Chr1	+	262828	267771	36.344486	12.536391	29.270878
AT1G01720	AT1G01720	Chr1	+	268330	269819	7.839713	2.704171	6.313895
AT1G01725	AT1G01725	Chr1	-	269792	270775	18.141281	6.257515	14.610502
AT1G01730	AT1G01730	Chr1	+	270956	272061	13.616880	4.696903	10.966670
AT1G01740	AT1G01740	Chr1	-	272111	274569	14.194709	4.946025	11.548338
AT1G01750	AT1G01750	Chr1	+	275366	276310	5.942289	2.049688	4.785760
AT1G01760	AT1G01760	Chr1	-	276266	278448	11.701626	4.036270	9.424176
AT1G01770	AT1G01770	Chr1	+	278615	282891	17.495211	6.034665	14.090174
AT1G01780	AT1G01780	Chr1	+	282761	284245	27.333055	9.428057	22.013311
AT1G01790	AT1G01790	Chr1	+	284610	291094	55.872047	19.272079	44.997852
AT1G01800	AT1G01800	Chr1	+	293342	295040	51.696964	17.895943	41.784748
AT1G01810	AT1G01810	Chr1	+	295221	295859	4.303599	1.484451	3.466003
AT1G01820	AT1G01820	Chr1	-	296001	298120	97.679642	33.692871	78.668564
AT1G01830	AT1G01830	Chr1	-	298535	302315	26.231962	9.360039	21.854498
AT1G01840	AT1G01840	Chr1	+	303537	304358	0.000000	0.000000	0.000000
AT1G01860	AT1G01860	Chr1	-	304133	306287	33.506191	11.557370	26.984989
AT1G01880	AT1G01880	Chr1	-	306480	309109	9.065130	3.126857	7.300813
AT1G01900	AT1G01900	Chr1	+	310316	313130	0.000000	0.000000	0.000000
AT1G01910	AT1G01910	Chr1	-	313101	315902	100.648796	37.889809	88.467880
AT1G01920	AT1G01920	Chr1	+	316128	319650	29.209152	10.522934	24.569710
AT1G01930	AT1G01930	Chr1	-	319836	322860	17.729328	6.115420	14.278726
AT1G01940	AT1G01940	Chr1	+	323027	324917	68.129372	23.500027	54.869568
AT1G01950	AT1G01950	Chr1	+	325379	330619	24.361116	8.579510	20.032061
AT1G01960	AT1G01960	Chr1	-	330588	337582	28.390125	9.792673	22.864645
AT1G01970	AT1G01970	Chr1	+	338291	340077	46.352333	15.988421	37.330929
AT1G01990	AT1G01990	Chr1	-	343166	344341	0.000000	0.000000	0.000000
AT1G02000	AT1G02000	Chr1	+	345812	347592	9.445817	3.258168	7.607408
AT1G02010	AT1G02010	Chr1	+	347891	352480	10.232353	3.529470	8.240863
AT1G02020	AT1G02020	Chr1	-	352637	354969	5.649164	2.000862	4.671758
AT1G02030	AT1G02030	Chr1	-	355321	357258	0.000000	0.000000	0.000000
AT1G02040	AT1G02040	Chr1	-	358104	359078	0.000000	0.000000	0.000000
AT1G02050	AT1G02050	Chr1	-	359117	360518	0.000000	0.000000	0.000000
AT1G02060	AT1G02060	Chr1	-	360918	363094	0.000000	0.000000	0.000000
AT1G02065	AT1G02065	Chr1	+	365209	367340	10.164274	4.354339	10.166827
AT1G02070	AT1G02070	Chr1	-	370257	370967	0.000000	0.000000	0.000000
AT1G02074	AT1G02074	Chr1	+	372064	372210	0.000000	0.000000	0.000000
AT1G02080	AT1G02080	Chr1	+	373335	386847	41.313221	14.393661	33.607368
AT1G02090	AT1G02090	Chr1	-	387277	389647	87.480232	44.180557	103.155975
AT1G02100	AT1G02100	Chr1	+	389812	392816	54.643097	19.122902	44.649540
AT1G02110	AT1G02110	Chr1	+	392831	395528	55.856361	19.266668	44.985218
AT1G02120	AT1G02120	Chr1	+	395761	399897	40.882565	14.101721	32.925720
AT1G02130	AT1G02130	Chr1	-	400035	401882	75.082520	25.898394	60.469452
AT1G02140	AT1G02140	Chr1	-	403190	404456	609.417847	210.207947	490.808807
AT1G02145	AT1G02145	Chr1	+	404600	408619	36.859306	13.215167	30.855732
AT1G02150	AT1G02150	Chr1	+	408622	410611	57.399776	19.799042	46.228241
AT1G02160	AT1G02160	Chr1	+	410748	411597	67.606804	26.327276	61.470840
AT1G02170	AT1G02170	Chr1	+	411779	413554	18.916801	6.525017	15.235085
AT1G02180	AT1G02180	Chr1	-	413522	414645	2.056307	0.709287	1.656095
AT1G02190	AT1G02190	Chr1	+	415079	418010	3.578463	1.234328	2.881998
AT1G02205	AT1G02205	Chr1	+	418748	422438	203.109741	75.215263	175.618073
AT1G02220	AT1G02220	Chr1	-	428814	430647	0.267554	0.092288	0.215481
AT1G02250	AT1G02250	Chr1	-	437951	439559	0.182736	0.063032	0.147171
AT1G02260	AT1G02260	Chr1	-	440441	442877	23.798229	8.208780	19.166456
AT1G02270	AT1G02270	Chr1	-	443149	446235	26.434650	9.118167	21.289759
AT1G02280	AT1G02280	Chr1	-	448463	450426	473.850311	164.350784	383.738159
AT1G02290	AT1G02290	Chr1	-	450527	452737	26.328674	9.081613	21.204409
AT1G02300	AT1G02300	Chr1	+	453288	455463	31.161911	10.748752	25.096968
AT1G02305	AT1G02305	Chr1	+	455688	458164	40.064194	13.819438	32.266628
AT1G02310	AT1G02310	Chr1	-	458133	460696	0.145324	0.050127	0.117040
AT1G02320	AT1G02320	Chr1	+	461828	461974	0.000000	0.000000	0.000000
AT1G02330	AT1G02330	Chr1	-	462075	463612	86.392776	29.799665	69.578430
AT1G02335	AT1G02335	Chr1	-	463855	464924	5.231971	1.804676	4.213689
AT1G02340	AT1G02340	Chr1	-	465718	467844	1.525267	0.526114	1.228409
AT1G02350	AT1G02350	Chr1	+	469818	470693	14.896482	5.138279	11.997228
AT1G02370	AT1G02370	Chr1	+	474500	476511	0.000000	0.000000	0.000000
AT1G02380	AT1G02380	Chr1	+	477000	478971	8.126382	2.803052	6.544770
AT1G02390	AT1G02390	Chr1	+	480852	483292	0.514238	0.177377	0.414154
AT1G02400	AT1G02400	Chr1	+	486801	489577	0.927558	0.319945	0.747030
AT1G02410	AT1G02410	Chr1	+	490925	492926	45.691448	15.760461	36.798668
AT1G02420	AT1G02420	Chr1	+	493683	495158	0.000000	0.000000	0.000000
AT1G02430	AT1G02430	Chr1	-	495050	496062	16.533697	5.703008	13.315797
AT1G02440	AT1G02440	Chr1	-	496586	497479	0.200552	0.069177	0.161519
AT1G02450	AT1G02450	Chr1	-	497976	498516	0.353050	0.121778	0.284337
AT1G02460	AT1G02460	Chr1	-	504673	507204	1.721576	0.593827	1.386511
AT1G02470	AT1G02470	Chr1	-	511765	513624	1.569124	0.543162	1.268215
AT1G02475	AT1G02475	Chr1	-	513843	515404	62.960716	21.717192	50.706875
AT1G02490	AT1G02490	Chr1	+	516618	516734	0.000000	0.000000	0.000000
AT1G02500	AT1G02500	Chr1	+	518251	520437	17.045319	5.891011	13.754762
AT1G02520	AT1G02520	Chr1	+	523651	528745	0.096874	0.033415	0.078020
AT1G02530	AT1G02530	Chr1	+	529795	534677	0.249625	0.086104	0.201041
AT1G02560	AT1G02560	Chr1	+	537860	540109	640.312134	220.864395	515.690247
AT1G02640	AT1G02640	Chr1	+	564205	567769	3.612810	1.246175	2.909660
AT1G02650	AT1G02650	Chr1	+	568704	570418	0.450081	0.155248	0.362483
AT1G02660	AT1G02660	Chr1	-	571955	574981	3.365657	1.160924	2.710610
AT1G02670	AT1G02670	Chr1	+	576046	580299	8.353109	2.881258	6.727371
AT1G02680	AT1G02680	Chr1	+	580625	582310	51.345974	17.710888	41.352669
AT1G02681	AT1G02681	Chr1	+	582413	582922	0.396078	0.136620	0.318991
AT1G02690	AT1G02690	Chr1	+	584260	587219	61.909016	21.387403	49.936863
AT1G02700	AT1G02700	Chr1	+	588329	589480	0.000000	0.000000	0.000000
AT1G02710	AT1G02710	Chr1	-	589706	589996	0.000000	0.000000	0.000000
AT1G02720	AT1G02720	Chr1	+	591826	594236	33.937603	12.162594	28.398108
AT1G02730	AT1G02730	Chr1	-	594573	598657	33.565857	11.577951	27.033041
AT1G02740	AT1G02740	Chr1	-	599416	602038	16.672501	5.750885	13.427586
AT1G02750	AT1G02750	Chr1	+	602497	604292	15.733028	5.426831	12.670959
AT1G02760	AT1G02760	Chr1	+	604402	604474	0.000000	0.000000	0.000000
AT1G02770	AT1G02770	Chr1	-	604873	606693	0.000000	0.000000	0.000000
AT1G02780	AT1G02780	Chr1	-	607808	609465	3394.854492	1170.995239	2734.124756
AT1G02790	AT1G02790	Chr1	-	610391	612324	0.112786	0.038904	0.090835
AT1G02800	AT1G02800	Chr1	-	613216	616191	21.746130	7.500945	17.513750
AT1G02810	AT1G02810	Chr1	+	618265	620480	0.168940	0.058273	0.136060
AT1G02816	AT1G02816	Chr1	+	621461	622469	0.000000	0.000000	0.000000
AT1G02820	AT1G02820	Chr1	-	623765	624475	3.817073	1.316632	3.074168
AT1G02830	AT1G02830	Chr1	-	625145	625608	0.518229	0.178754	0.417368
AT1G02840	AT1G02840	Chr1	+	626741	629819	207.346527	88.303581	206.177628
AT1G02860	AT1G02860	Chr1	+	635144	637262	6.033619	2.081191	4.859315
AT1G02870	AT1G02870	Chr1	-	637214	638677	105.147629	36.268822	84.683090
AT1G02880	AT1G02880	Chr1	-	642752	644903	26.703508	13.070926	30.518948
AT1G02890	AT1G02890	Chr1	-	645092	651907	23.471676	8.096141	18.903460
AT1G02900	AT1G02900	Chr1	-	653765	654343	0.642487	0.221615	0.517442
AT1G02910	AT1G02910	Chr1	-	655577	658148	92.590569	31.937487	74.569962
AT1G02920	AT1G02920	Chr1	-	658657	659771	0.997297	0.344000	0.803196
AT1G02930	AT1G02930	Chr1	-	661177	662456	91.217461	32.475998	75.827316
AT1G02940	AT1G02940	Chr1	-	663079	664128	0.835279	0.288115	0.672711
AT1G02950	AT1G02950	Chr1	-	665152	666452	1.233333	0.437001	1.020343
AT1G02952	AT1G02952	Chr1	+	665354	666367	0.000000	0.000000	0.000000
AT1G02960	AT1G02960	Chr1	-	666872	669837	29.063595	10.586731	24.718668
AT1G02970	AT1G02970	Chr1	+	673306	676378	19.080898	6.581620	15.367244
AT1G02980	AT1G02980	Chr1	+	677869	681310	0.057296	0.019763	0.046145
AT1G02990	AT1G02990	Chr1	-	681396	687315	12.613026	4.358505	10.176555
AT1G03000	AT1G03000	Chr1	-	687890	692560	22.130638	7.633574	17.823423
AT1G03010	AT1G03010	Chr1	+	693480	696382	0.096236	0.033195	0.077506
AT1G03030	AT1G03030	Chr1	+	701478	703864	36.391075	12.552461	29.308397
AT1G03040	AT1G03040	Chr1	-	703906	706631	41.717377	14.398202	33.617970
AT1G03050	AT1G03050	Chr1	+	707726	710041	0.000000	0.000000	0.000000
AT1G03055	AT1G03055	Chr1	-	710018	711803	5.249953	2.045810	4.776705
AT1G03060	AT1G03060	Chr1	-	712473	726891	11.881491	4.098311	9.569036
AT1G03070	AT1G03070	Chr1	+	729901	731557	0.085635	0.030435	0.071062
AT1G03080	AT1G03080	Chr1	-	731611	738056	19.358961	6.677533	15.591189
AT1G03090	AT1G03090	Chr1	+	739679	744184	23.210861	8.053546	18.804003
AT1G03100	AT1G03100	Chr1	-	743885	746479	0.000000	0.000000	0.000000
AT1G03110	AT1G03110	Chr1	+	749246	751963	79.934151	27.571878	64.376823
AT1G03120	AT1G03120	Chr1	+	752271	753140	2.559909	0.882996	2.061682
AT1G03130	AT1G03130	Chr1	-	753307	754198	0.000000	0.000000	0.000000
AT1G03140	AT1G03140	Chr1	-	754371	756303	2.463124	0.849611	1.983734
AT1G03150	AT1G03150	Chr1	+	756414	758612	51.066814	17.614599	41.127846
AT1G03160	AT1G03160	Chr1	+	761282	766158	38.999359	13.775214	32.163372
AT1G03170	AT1G03170	Chr1	+	769632	770684	0.000000	0.000000	0.000000
AT1G03180	AT1G03180	Chr1	+	773411	775344	25.198801	10.706678	24.998730
AT1G03190	AT1G03190	Chr1	+	775527	780062	17.460390	6.354091	14.835993
AT1G03200	AT1G03200	Chr1	+	780602	781285	0.240909	0.083097	0.194022
AT1G03210	AT1G03210	Chr1	+	782948	784240	31.679531	10.927297	25.513847
AT1G03220	AT1G03220	Chr1	+	787122	788651	0.000000	0.000000	0.000000
AT1G03230	AT1G03230	Chr1	+	790091	791592	0.000000	0.000000	0.000000
AT1G03240	AT1G03240	Chr1	-	792222	792986	1.207188	0.416398	0.972237
AT1G03250	AT1G03250	Chr1	-	793353	795376	38.125847	13.423898	31.343092
AT1G03260	AT1G03260	Chr1	-	795532	798463	14.348350	4.949211	11.555777
AT1G03270	AT1G03270	Chr1	+	799191	802436	13.253448	4.571543	10.673972
AT1G03280	AT1G03280	Chr1	+	803035	807066	43.474926	14.995911	35.013538
AT1G03290	AT1G03290	Chr1	+	807361	810868	3.944849	1.597712	3.730454
AT1G03300	AT1G03300	Chr1	-	811033	813086	25.743086	8.879624	20.732792
AT1G03310	AT1G03310	Chr1	+	813471	816749	47.118729	16.347429	38.169170
AT1G03320	AT1G03320	Chr1	+	817027	817767	0.000000	0.000000	0.000000
AT1G03330	AT1G03330	Chr1	-	817983	819563	204.782364	70.636070	164.926239
AT1G03340	AT1G03340	Chr1	+	819662	821317	5.244060	1.808846	4.223425
AT1G03350	AT1G03350	Chr1	-	822638	824393	0.000000	0.000000	0.000000
AT1G03360	AT1G03360	Chr1	+	824537	826358	33.471561	11.545425	26.957100
AT1G03365	AT1G03365	Chr1	+	826569	830383	12.480025	4.304765	10.051078
AT1G03370	AT1G03370	Chr1	+	830627	835361	11.334173	3.909524	9.128240
AT1G03380	AT1G03380	Chr1	+	835785	840940	7.575388	2.612997	6.101015
AT1G03400	AT1G03400	Chr1	-	842747	844190	0.483010	0.166606	0.389003
AT1G03410	AT1G03410	Chr1	-	844436	847683	15.218328	5.249294	12.256433
AT1G03420.1	AT1G03420.1	Chr1	+	846664	847739	0.000000	0.000000	0.000000
AT1G03430	AT1G03430	Chr1	+	847873	849500	17.306856	5.969695	13.938478
AT1G03440	AT1G03440	Chr1	+	852366	854032	0.000000	0.000000	0.000000
AT1G03445	AT1G03445	Chr1	-	854410	859701	0.062706	0.021629	0.050502
AT1G03457	AT1G03457	Chr1	-	860788	864125	22.953848	8.058896	18.816496
AT1G03470	AT1G03470	Chr1	-	865915	867733	69.278404	25.150248	58.722630
AT1G03475	AT1G03475	Chr1	-	869051	871211	232.525955	80.205734	187.270172
AT1G03495	AT1G03495	Chr1	+	873184	874935	0.000000	0.000000	0.000000
AT1G03502	AT1G03502	Chr1	-	875358	875471	0.000000	0.000000	0.000000
AT1G03506	AT1G03506	Chr1	-	875518	875604	0.000000	0.000000	0.000000
AT1G03510	AT1G03510	Chr1	-	876258	877547	0.000000	0.000000	0.000000
AT1G03515	AT1G03515	Chr1	+	877648	877719	0.000000	0.000000	0.000000
AT1G03520	AT1G03520	Chr1	-	877862	880158	11.354256	3.916451	9.144414
AT1G03530	AT1G03530	Chr1	-	880496	883391	0.796040	0.274580	0.641109
AT1G03540	AT1G03540	Chr1	+	883782	885611	0.000000	0.000000	0.000000
AT1G03550	AT1G03550	Chr1	-	885623	887956	7.847098	2.706718	6.319842
AT1G03545	AT1G03545	Chr1	+	885941	887906	7.102952	2.450038	5.720527
AT1G03560	AT1G03560	Chr1	-	890156	892410	19.217295	6.628668	15.477094
AT1G03570	AT1G03570	Chr1	+	892514	892585	0.000000	0.000000	0.000000
AT1G03580	AT1G03580	Chr1	+	892847	894052	0.167496	0.057775	0.134897
AT1G03590	AT1G03590	Chr1	-	894254	897518	27.676733	9.546602	22.290100
AT1G03600	AT1G03600	Chr1	+	898876	899655	0.000000	0.000000	0.000000
AT1G03610	AT1G03610	Chr1	+	900887	903003	11.646866	4.017381	9.380074
AT1G03620	AT1G03620	Chr1	-	904319	906186	0.332558	0.114710	0.267833
AT1G03630	AT1G03630	Chr1	+	907642	909376	257.624054	88.993614	207.788773
AT1G03640	AT1G03640	Chr1	-	909811	909883	0.000000	0.000000	0.000000
AT1G03650	AT1G03650	Chr1	-	910023	911193	13.989910	4.825573	11.267099
AT1G03660	AT1G03660	Chr1	-	911436	911759	0.000000	0.000000	0.000000
AT1G03670	AT1G03670	Chr1	-	914222	916222	0.206915	0.071372	0.166644
AT1G03680	AT1G03680	Chr1	-	916819	918064	168.293533	58.049889	135.539108
AT1G03687	AT1G03687	Chr1	+	918299	920507	31.031477	11.302259	26.389338
AT1G03700	AT1G03700	Chr1	+	920950	921901	0.000000	0.000000	0.000000
AT1G03710	AT1G03710	Chr1	+	923426	924726	1.441500	0.519561	1.213109
AT1G03720	AT1G03720	Chr1	-	924996	926373	0.000000	0.000000	0.000000
AT1G03730	AT1G03730	Chr1	-	930828	931895	0.000000	0.000000	0.000000
AT1G03740	AT1G03740	Chr1	+	933512	937043	5.787399	2.040367	4.763998
AT1G03743	AT1G03743	Chr1	-	937207	937287	0.000000	0.000000	0.000000
AT1G03746	AT1G03746	Chr1	-	937401	937485	0.000000	0.000000	0.000000
AT1G03750	AT1G03750	Chr1	+	937920	941162	3.885213	1.340136	3.129046
AT1G03760	AT1G03760	Chr1	-	941062	943377	24.750362	8.537201	19.933277
AT1G03770	AT1G03770	Chr1	+	944572	947483	9.950086	3.525304	8.231136
AT1G03780	AT1G03780	Chr1	-	947520	951827	72.398857	28.446199	66.418251
AT1G03790	AT1G03790	Chr1	+	954525	956097	0.000000	0.000000	0.000000
AT1G03800	AT1G03800	Chr1	-	957261	957998	0.000000	0.000000	0.000000
AT1G03810	AT1G03810	Chr1	+	958759	959609	0.000000	0.000000	0.000000
AT1G03820	AT1G03820	Chr1	-	959869	960728	0.000000	0.000000	0.000000
AT1G03830	AT1G03830	Chr1	-	962016	966757	9.647364	3.327688	7.769729
AT1G03840	AT1G03840	Chr1	-	967503	970130	1.133452	0.390964	0.912852
AT1G03850	AT1G03850	Chr1	-	976097	977761	0.382032	0.158219	0.369422
AT1G03860	AT1G03860	Chr1	-	979308	981885	201.490891	84.717178	197.803833
AT1G03870	AT1G03870	Chr1	-	982506	983540	7.685024	2.650814	6.189312
AT1G03880	AT1G03880	Chr1	+	985751	988146	0.000000	0.000000	0.000000
AT1G03890	AT1G03890	Chr1	+	989198	991020	0.000000	0.000000	0.000000
AT1G03900	AT1G03900	Chr1	+	991139	993118	116.948662	40.339382	94.187325
AT1G03905	AT1G03905	Chr1	+	993400	995784	4.712533	1.625505	3.795348
AT1G03910	AT1G03910	Chr1	+	996115	1000437	54.789158	21.900299	51.134407
AT1G03920	AT1G03920	Chr1	+	1001321	1004383	0.825615	0.284781	0.664928
AT1G03930	AT1G03930	Chr1	+	1004769	1008370	26.201672	9.037806	21.102125
AT1G03935	AT1G03935	Chr1	+	1008810	1008896	0.000000	0.000000	0.000000
AT1G03940	AT1G03940	Chr1	-	1009542	1011056	0.000000	0.000000	0.000000
AT1G03950	AT1G03950	Chr1	-	1011172	1013365	7.846341	2.706457	6.319233
AT1G03960	AT1G03960	Chr1	+	1013715	1017929	19.842123	7.131663	16.651525
AT1G03970	AT1G03970	Chr1	+	1018100	1019247	21.064619	7.265870	16.964880
AT1G03980	AT1G03980	Chr1	-	1018570	1022108	2.093398	0.722081	1.685967
AT1G03990	AT1G03990	Chr1	+	1024847	1027616	1.570540	0.541730	1.264871
AT1G04000	AT1G04000	Chr1	-	1028106	1029119	0.000000	0.000000	0.000000
AT1G04010	AT1G04010	Chr1	-	1031200	1036237	9.596751	3.310230	7.728966
AT1G04020	AT1G04020	Chr1	+	1036537	1040224	56.796627	19.628706	45.830528
AT1G04030	AT1G04030	Chr1	+	1040383	1042892	12.030877	4.149839	9.689347
AT1G04040	AT1G04040	Chr1	-	1042362	1043864	79.068176	27.273174	63.679390
AT1G04050	AT1G04050	Chr1	-	1045598	1049297	6.365420	2.195640	5.126539
AT1G04070	AT1G04070	Chr1	-	1050553	1051186	0.000000	0.000000	0.000000
AT1G04080	AT1G04080	Chr1	+	1051312	1056827	139.927567	58.615040	136.858658
AT1G04090	AT1G04090	Chr1	+	1057151	1059419	0.982188	0.338788	0.791028
AT1G04100	AT1G04100	Chr1	+	1059506	1061191	3.099681	1.069180	2.496400
AT1G04110	AT1G04110	Chr1	-	1061457	1063784	0.000000	0.000000	0.000000
AT1G04120	AT1G04120	Chr1	-	1064450	1071047	27.747458	9.753490	22.773159
AT1G04130	AT1G04130	Chr1	+	1073427	1075568	24.690170	8.516439	19.884802
AT1G04140	AT1G04140	Chr1	-	1075543	1080630	65.191460	22.585932	52.735275
AT1G04150	AT1G04150	Chr1	-	1081208	1084246	0.000000	0.000000	0.000000
AT1G04160	AT1G04160	Chr1	+	1086495	1096146	12.052647	4.157348	9.706879
AT1G04170	AT1G04170	Chr1	+	1096946	1099898	174.850586	60.311630	140.819977
AT1G04180	AT1G04180	Chr1	+	1104623	1105988	0.194313	0.067025	0.156494
AT1G04190	AT1G04190	Chr1	-	1106428	1108715	110.808784	38.221539	89.242424
AT1G04200	AT1G04200	Chr1	+	1109482	1114107	32.233906	11.118518	25.960325
AT1G04210	AT1G04210	Chr1	+	1114405	1119739	53.522106	18.461508	43.105270
AT1G04220	AT1G04220	Chr1	-	1119699	1122526	6.482569	2.236048	5.220888
AT1G04230	AT1G04230	Chr1	+	1125518	1128168	22.565044	7.783415	18.173283
AT1G04240	AT1G04240	Chr1	-	1128188	1129551	11.114177	3.833639	8.951060
AT1G04250	AT1G04250	Chr1	+	1136258	1138613	5.860166	2.021361	4.719621
AT1G04260	AT1G04260	Chr1	-	1140528	1141365	44.794750	15.451159	36.076492
AT1G04270	AT1G04270	Chr1	-	1141604	1143053	1333.310303	460.071259	1074.207764
AT1G04280	AT1G04280	Chr1	-	1143436	1146654	24.385229	8.411255	19.639212
AT1G04290	AT1G04290	Chr1	-	1147523	1148533	56.693134	19.555298	45.659134
AT1G04295	AT1G04295	Chr1	+	1147781	1148435	3.852022	1.328687	3.102316
AT1G04300	AT1G04300	Chr1	-	1148597	1154652	18.760900	6.910992	16.136288
AT1G04310	AT1G04310	Chr1	-	1154764	1157711	6.990291	2.411178	5.629794
AT1G04330	AT1G04330	Chr1	-	1161311	1161982	1.035714	0.357251	0.834136
AT1G04340	AT1G04340	Chr1	-	1163097	1164851	46.659027	16.094212	37.577934
AT1G04350	AT1G04350	Chr1	+	1165165	1166768	11.897572	4.103858	9.581985
AT1G04360	AT1G04360	Chr1	-	1167457	1168878	1.641350	0.566155	1.321899
AT1G04380	AT1G04380	Chr1	-	1176921	1178407	0.250663	0.086462	0.201877
